file,text
audio/audio_163_강아지.wav,강아지
audio/audio_96_고양이.wav,고양이
audio/audio_124_고양이.wav,고양이
audio/audio_113_강아지.wav,강아지
audio/audio_154_고양이.wav,고양이
audio/audio_6_고양이.wav,고양이
audio/audio_148_고양이.wav,고양이
audio/audio_138_고양이.wav,고양이
audio/audio_121_강아지.wav,강아지
audio/audio_93_강아지.wav,강아지
audio/audio_166_고양이.wav,고양이
audio/audio_151_강아지.wav,강아지
audio/audio_3_강아지.wav,강아지
audio/audio_116_고양이.wav,고양이
audio/audio_12_고양이.wav,고양이
audio/audio_55_강아지.wav,강아지
audio/audio_197_강아지.wav,강아지
audio/audio_62_고양이.wav,고양이
audio/audio_25_강아지.wav,강아지
audio/audio_39_강아지.wav,강아지
audio/audio_49_강아지.wav,강아지
audio/audio_50_고양이.wav,고양이
audio/audio_17_강아지.wav,강아지
audio/audio_20_고양이.wav,고양이
audio/audio_67_강아지.wav,강아지
audio/audio_192_고양이.wav,고양이
audio/audio_128_고양이.wav,고양이
audio/audio_158_고양이.wav,고양이
audio/audio_106_고양이.wav,고양이
audio/audio_141_강아지.wav,강아지
audio/audio_83_강아지.wav,강아지
audio/audio_176_고양이.wav,고양이
audio/audio_131_강아지.wav,강아지
audio/audio_144_고양이.wav,고양이
audio/audio_103_강아지.wav,강아지
audio/audio_134_고양이.wav,고양이
audio/audio_173_강아지.wav,강아지
audio/audio_86_고양이.wav,고양이
audio/audio_59_강아지.wav,강아지
audio/audio_29_강아지.wav,강아지
audio/audio_77_강아지.wav,강아지
audio/audio_182_고양이.wav,고양이
audio/audio_30_고양이.wav,고양이
audio/audio_40_고양이.wav,고양이
audio/audio_35_강아지.wav,강아지
audio/audio_187_강아지.wav,강아지
audio/audio_72_고양이.wav,고양이
audio/audio_45_강아지.wav,강아지
audio/audio_179_강아지.wav,강아지
audio/audio_109_강아지.wav,강아지
audio/audio_157_강아지.wav,강아지
audio/audio_5_강아지.wav,강아지
audio/audio_110_고양이.wav,고양이
audio/audio_127_강아지.wav,강아지
audio/audio_160_고양이.wav,고양이
audio/audio_95_강아지.wav,강아지
audio/audio_89_강아지.wav,강아지
audio/audio_115_강아지.wav,강아지
audio/audio_152_고양이.wav,고양이
audio/audio_0_고양이.wav,고양이
audio/audio_90_고양이.wav,고양이
audio/audio_165_강아지.wav,강아지
audio/audio_122_고양이.wav,고양이
audio/audio_78_고양이.wav,고양이
audio/audio_26_고양이.wav,고양이
audio/audio_194_고양이.wav,고양이
audio/audio_61_강아지.wav,강아지
audio/audio_56_고양이.wav,고양이
audio/audio_11_강아지.wav,강아지
audio/audio_188_고양이.wav,고양이
audio/audio_64_고양이.wav,고양이
audio/audio_191_강아지.wav,강아지
audio/audio_23_강아지.wav,강아지
audio/audio_14_고양이.wav,고양이
audio/audio_53_강아지.wav,강아지
audio/audio_9_강아지.wav,강아지
audio/audio_99_강아지.wav,강아지
audio/audio_132_고양이.wav,고양이
audio/audio_80_고양이.wav,고양이
audio/audio_175_강아지.wav,강아지
audio/audio_142_고양이.wav,고양이
audio/audio_105_강아지.wav,강아지
audio/audio_119_강아지.wav,강아지
audio/audio_169_강아지.wav,강아지
audio/audio_170_고양이.wav,고양이
audio/audio_85_강아지.wav,강아지
audio/audio_137_강아지.wav,강아지
audio/audio_100_고양이.wav,고양이
audio/audio_147_강아지.wav,강아지
audio/audio_198_고양이.wav,고양이
audio/audio_43_강아지.wav,강아지
audio/audio_33_강아지.wav,강아지
audio/audio_74_고양이.wav,고양이
audio/audio_181_강아지.wav,강아지
audio/audio_68_고양이.wav,고양이
audio/audio_18_고양이.wav,고양이
audio/audio_46_고양이.wav,고양이
audio/audio_184_고양이.wav,고양이
audio/audio_71_강아지.wav,강아지
audio/audio_36_고양이.wav,고양이
audio/audio_125_강아지.wav,강아지
audio/audio_162_고양이.wav,고양이
audio/audio_97_강아지.wav,강아지
audio/audio_7_강아지.wav,강아지
audio/audio_155_강아지.wav,강아지
audio/audio_112_고양이.wav,고양이
audio/audio_92_고양이.wav,고양이
audio/audio_167_강아지.wav,강아지
audio/audio_120_고양이.wav,고양이
audio/audio_117_강아지.wav,강아지
audio/audio_2_고양이.wav,고양이
audio/audio_150_고양이.wav,고양이
audio/audio_149_강아지.wav,강아지
audio/audio_139_강아지.wav,강아지
audio/audio_54_고양이.wav,고양이
audio/audio_13_강아지.wav,강아지
audio/audio_24_고양이.wav,고양이
audio/audio_196_고양이.wav,고양이
audio/audio_63_강아지.wav,강아지
audio/audio_16_고양이.wav,고양이
audio/audio_51_강아지.wav,강아지
audio/audio_66_고양이.wav,고양이
audio/audio_193_강아지.wav,강아지
audio/audio_21_강아지.wav,강아지
audio/audio_38_고양이.wav,고양이
audio/audio_48_고양이.wav,고양이
audio/audio_140_고양이.wav,고양이
audio/audio_107_강아지.wav,강아지
audio/audio_130_고양이.wav,고양이
audio/audio_82_고양이.wav,고양이
audio/audio_177_강아지.wav,강아지
audio/audio_129_강아지.wav,강아지
audio/audio_159_강아지.wav,강아지
audio/audio_102_고양이.wav,고양이
audio/audio_145_강아지.wav,강아지
audio/audio_172_고양이.wav,고양이
audio/audio_87_강아지.wav,강아지
audio/audio_135_강아지.wav,강아지
audio/audio_31_강아지.wav,강아지
audio/audio_76_고양이.wav,고양이
audio/audio_183_강아지.wav,강아지
audio/audio_41_강아지.wav,강아지
audio/audio_58_고양이.wav,고양이
audio/audio_28_고양이.wav,고양이
audio/audio_186_고양이.wav,고양이
audio/audio_73_강아지.wav,강아지
audio/audio_34_고양이.wav,고양이
audio/audio_44_고양이.wav,고양이
audio/audio_111_강아지.wav,강아지
audio/audio_4_고양이.wav,고양이
audio/audio_156_고양이.wav,고양이
audio/audio_161_강아지.wav,강아지
audio/audio_94_고양이.wav,고양이
audio/audio_126_고양이.wav,고양이
audio/audio_178_고양이.wav,고양이
audio/audio_108_고양이.wav,고양이
audio/audio_1_강아지.wav,강아지
audio/audio_153_강아지.wav,강아지
audio/audio_114_고양이.wav,고양이
audio/audio_123_강아지.wav,강아지
audio/audio_91_강아지.wav,강아지
audio/audio_164_고양이.wav,고양이
audio/audio_88_고양이.wav,고양이
audio/audio_195_강아지.wav,강아지
audio/audio_60_고양이.wav,고양이
audio/audio_27_강아지.wav,강아지
audio/audio_10_고양이.wav,고양이
audio/audio_57_강아지.wav,강아지
audio/audio_79_강아지.wav,강아지
audio/audio_22_고양이.wav,고양이
audio/audio_65_강아지.wav,강아지
audio/audio_190_고양이.wav,고양이
audio/audio_52_고양이.wav,고양이
audio/audio_15_강아지.wav,강아지
audio/audio_189_강아지.wav,강아지
audio/audio_81_강아지.wav,강아지
audio/audio_174_고양이.wav,고양이
audio/audio_133_강아지.wav,강아지
audio/audio_104_고양이.wav,고양이
audio/audio_143_강아지.wav,강아지
audio/audio_8_고양이.wav,고양이
audio/audio_98_고양이.wav,고양이
audio/audio_136_고양이.wav,고양이
audio/audio_171_강아지.wav,강아지
audio/audio_84_고양이.wav,고양이
audio/audio_146_고양이.wav,고양이
audio/audio_101_강아지.wav,강아지
audio/audio_118_고양이.wav,고양이
audio/audio_168_고양이.wav,고양이
audio/audio_42_고양이.wav,고양이
audio/audio_75_강아지.wav,강아지
audio/audio_180_고양이.wav,고양이
audio/audio_32_고양이.wav,고양이
audio/audio_199_강아지.wav,강아지
audio/audio_47_강아지.wav,강아지
audio/audio_37_강아지.wav,강아지
audio/audio_185_강아지.wav,강아지
audio/audio_70_고양이.wav,고양이
audio/audio_69_강아지.wav,강아지
audio/audio_19_강아지.wav,강아지
audio_augmented/audio_196_고양이_mixer_breathing.wav,고양이
audio_augmented/audio_155_강아지_frequency_masked.wav,강아지
audio_augmented/audio_119_강아지_specswap.wav,강아지
audio_augmented/audio_175_강아지_mixer_crying baby.wav,강아지
audio_augmented/audio_3_강아지_mixer_talking.wav,강아지
audio_augmented/audio_28_고양이_specswap.wav,고양이
audio_augmented/audio_192_고양이_speed_0.9.wav,고양이
audio_augmented/audio_111_강아지_reverb.wav,강아지
audio_augmented/audio_178_고양이_mixer_talking.wav,고양이
audio_augmented/audio_193_강아지_specswap.wav,강아지
audio_augmented/audio_12_고양이_mixer_eating.wav,고양이
audio_augmented/audio_143_강아지_mixer_footsteps.wav,강아지
audio_augmented/audio_112_고양이_mixer_cooking.wav,고양이
audio_augmented/audio_176_고양이_mixer_breathing.wav,고양이
audio_augmented/audio_71_강아지_step.wav,강아지
audio_augmented/audio_17_강아지_speed_0.8.wav,강아지
audio_augmented/audio_39_강아지_noise_reduced.wav,강아지
audio_augmented/audio_124_고양이_speed_0.9.wav,고양이
audio_augmented/audio_8_고양이_speed_0.9.wav,고양이
audio_augmented/audio_108_고양이_speed_0.8.wav,고양이
audio_augmented/audio_101_강아지_mixer_cooking.wav,강아지
audio_augmented/audio_79_강아지_speed_0.8.wav,강아지
audio_augmented/audio_166_고양이_speed_0.8.wav,고양이
audio_augmented/audio_70_고양이_mixer_coughing.wav,고양이
audio_augmented/audio_97_강아지_step.wav,강아지
audio_augmented/audio_30_고양이_random_3101Hz.wav,고양이
audio_augmented/audio_69_강아지_mixer_eating.wav,강아지
audio_augmented/audio_51_강아지_mixer_crying baby.wav,강아지
audio_augmented/audio_55_강아지_speed_0.9.wav,강아지
audio_augmented/audio_168_고양이_mixer_Dog's barking.wav,고양이
